STATION,NAME,DAY,MONTH,YEAR,PRCP,PRCP_ATTRIBUTES,TAVG,TAVG_ATTRIBUTES,TMAX,TMAX_ATTRIBUTES,TMIN,TMIN_ATTRIBUTES
TH000048327,"CHIANG MAI, TH",9,2,2014,,,21.6,"H,,S",31.2,",,S",13.8,",,S"
TH000048327,"CHIANG MAI, TH",10,2,2014,,,22.4,"H,,S",31.9,",,S",15,",,S"
TH000048327,"CHIANG MAI, TH",11,2,2014,,,22.8,"H,,S",31.8,",,S",15.8,",,S"
TH000048327,"CHIANG MAI, TH",12,2,2014,,,23,"H,,S",31.3,",,S",,
TH000048327,"CHIANG MAI, TH",13,2,2014,,,23.2,"H,,S",31.7,",,S",,
TH000048327,"CHIANG MAI, TH",14,2,2014,,,23.8,"H,,S",32.8,",,S",,
TH000048327,"CHIANG MAI, TH",15,2,2014,,,24.3,"H,,S",33,",,S",,
TH000048327,"CHIANG MAI, TH",16,2,2014,,,25.2,"H,,S",33.3,",,S",,
TH000048327,"CHIANG MAI, TH",17,2,2014,,,25.8,"H,,S",34.1,",,S",,
TH000048327,"CHIANG MAI, TH",18,2,2014,,,25.5,"H,,S",34,",,S",,
TH000048327,"CHIANG MAI, TH",19,2,2014,,,25.2,"H,,S",32.8,",,S",,
TH000048327,"CHIANG MAI, TH",20,2,2014,,,24.6,"H,,S",30.9,",,S",,
TH000048327,"CHIANG MAI, TH",21,2,2014,,,24.7,"H,,S",32.2,",,S",,
TH000048327,"CHIANG MAI, TH",22,2,2014,,,24.6,"H,,S",32.8,",,S",17.9,",,S"
TH000048327,"CHIANG MAI, TH",23,2,2014,,,25.1,"H,,S",34.5,",,S",18,",,S"
TH000048327,"CHIANG MAI, TH",24,2,2014,,,25.6,"H,,S",35,",,S",,
TH000048327,"CHIANG MAI, TH",25,2,2014,,,25.2,"H,,S",34.9,",,S",,
TH000048327,"CHIANG MAI, TH",26,2,2014,,,24.8,"H,,S",35.1,",,S",16.7,",,S"
TH000048327,"CHIANG MAI, TH",27,2,2014,,,25.8,"H,,S",35,",,S",17,",,S"
TH000048327,"CHIANG MAI, TH",28,2,2014,,,25.8,"H,,S",35.4,",,S",17.5,",,S"
TH000048327,"CHIANG MAI, TH",1,3,2014,,,26.3,"H,,S",36.1,",,S",,
TH000048327,"CHIANG MAI, TH",2,3,2014,,,26.3,"H,,S",36,",,S",,
TH000048327,"CHIANG MAI, TH",3,3,2014,,,26.6,"H,,S",36.2,",,S",,
TH000048327,"CHIANG MAI, TH",4,3,2014,,,26.4,"H,,S",35.8,",,S",,
TH000048327,"CHIANG MAI, TH",5,3,2014,,,25.8,"H,,S",36,",,S",,
TH000048327,"CHIANG MAI, TH",6,3,2014,,,25.6,"H,,S",35.1,",,S",,
TH000048327,"CHIANG MAI, TH",7,3,2014,,,26.6,"H,,S",36.3,",,S",,
TH000048327,"CHIANG MAI, TH",8,3,2014,,,26.9,"H,,S",36,",,S",,
TH000048327,"CHIANG MAI, TH",9,3,2014,,,26.9,"H,,S",35.6,",,S",18.8,",,S"
TH000048327,"CHIANG MAI, TH",10,3,2014,,,27.2,"H,,S",35.2,",,S",19.2,",,S"
TH000048327,"CHIANG MAI, TH",11,3,2014,,,27.6,"H,,S",35.8,",,S",,
TH000048327,"CHIANG MAI, TH",12,3,2014,,,27.4,"H,,S",36.1,",,S",,
TH000048327,"CHIANG MAI, TH",13,3,2014,,,26.8,"H,,S",37,",,S",,
TH000048327,"CHIANG MAI, TH",14,3,2014,,,27.5,"H,,S",37.6,",,S",,
TH000048327,"CHIANG MAI, TH",15,3,2014,,,27.2,"H,,S",36.1,",,S",,
TH000048327,"CHIANG MAI, TH",16,3,2014,,,27.9,"H,,S",37.2,",,S",,
TH000048327,"CHIANG MAI, TH",17,3,2014,,,28.9,"H,,S",38.5,",,S",19.7,",,S"
TH000048327,"CHIANG MAI, TH",18,3,2014,,,29.2,"H,,S",38,",,S",21,",,S"
TH000048327,"CHIANG MAI, TH",19,3,2014,,,29.5,"H,,S",39,",,S",,
TH000048327,"CHIANG MAI, TH",20,3,2014,,,27.8,"H,,S",37.1,",,S",,
TH000048327,"CHIANG MAI, TH",21,3,2014,,,27.2,"H,,S",37.8,",,S",20,",,S"
TH000048327,"CHIANG MAI, TH",22,3,2014,,,27.4,"H,,S",35.4,",,S",19.5,",,S"
TH000048327,"CHIANG MAI, TH",23,3,2014,,,27.2,"H,,S",34.3,",,S",,
TH000048327,"CHIANG MAI, TH",24,3,2014,5.8,",,S",25.5,"H,,S",33.6,",,S",,
TH000048327,"CHIANG MAI, TH",25,3,2014,,,26.9,"H,,S",35,",,S",20,",,S"
TH000048327,"CHIANG MAI, TH",26,3,2014,,,27.8,"H,,S",36.1,",,S",,
TH000048327,"CHIANG MAI, TH",27,3,2014,,,28.4,"H,,S",37,",,S",21,",,S"
TH000048327,"CHIANG MAI, TH",28,3,2014,,,29.3,"H,,S",37,",,S",21.9,",,S"
TH000048327,"CHIANG MAI, TH",29,3,2014,,,29.8,"H,,S",37.8,",,S",22.4,",,S"
TH000048327,"CHIANG MAI, TH",30,3,2014,,,30.1,"H,,S",39,",,S",,
TH000048327,"CHIANG MAI, TH",31,3,2014,,,29.3,"H,,S",38,",,S",20.7,",,S"
TH000048327,"CHIANG MAI, TH",1,4,2014,,,29.4,"H,,S",,,22,",,S"
TH000048327,"CHIANG MAI, TH",2,4,2014,,,28.7,"H,,S",38.5,",,S",,
TH000048327,"CHIANG MAI, TH",3,4,2014,0.5,",,S",27.7,"H,,S",37.5,",,S",,
TH000048327,"CHIANG MAI, TH",4,4,2014,3,",,S",25.7,"H,,S",35.2,",,S",,
TH000048327,"CHIANG MAI, TH",5,4,2014,3.6,",,S",26.2,"H,,S",33.3,",,S",19.5,",,S"
TH000048327,"CHIANG MAI, TH",6,4,2014,0,",,S",28.4,"H,,S",36,",,S",22,",,S"
TH000048327,"CHIANG MAI, TH",7,4,2014,,,28.7,"H,,S",34.4,",,S",,
TH000048327,"CHIANG MAI, TH",8,4,2014,,,29.7,"H,,S",36.5,",,S",,
TH000048327,"CHIANG MAI, TH",9,4,2014,,,29.7,"H,,S",37,",,S",,
TH000048327,"CHIANG MAI, TH",10,4,2014,0.5,",,S",29.8,"H,,S",37.6,",,S",22.4,",,S"
TH000048327,"CHIANG MAI, TH",11,4,2014,,,29.1,"H,,S",37.5,",,S",,
TH000048327,"CHIANG MAI, TH",12,4,2014,12.4,",,S",27.8,"H,,S",37.5,",,S",,
TH000048327,"CHIANG MAI, TH",13,4,2014,,,28.9,"H,,S",37.2,",,S",,
TH000048327,"CHIANG MAI, TH",14,4,2014,,,29.7,"H,,S",37.5,",,S",,
TH000048327,"CHIANG MAI, TH",15,4,2014,,,29,"H,,S",35.4,",,S",23.9,",,S"
TH000048327,"CHIANG MAI, TH",16,4,2014,,,28.9,"H,,S",36.5,",,S",,
TH000048327,"CHIANG MAI, TH",17,4,2014,,,29.4,"H,,S",37,",,S",23.1,",,S"
TH000048327,"CHIANG MAI, TH",18,4,2014,,,31.4,"H,,S",38.8,",,S",24.6,",,S"
TH000048327,"CHIANG MAI, TH",19,4,2014,,,30.7,"H,,S",37.8,",,S",25.4,",,S"
TH000048327,"CHIANG MAI, TH",20,4,2014,,,30.4,"H,,S",38.3,",,S",25.5,",,S"
TH000048327,"CHIANG MAI, TH",21,4,2014,,,30.6,"H,,S",37.5,",,S",25.6,",,S"
TH000048327,"CHIANG MAI, TH",22,4,2014,,,30.7,"H,,S",37.5,",,S",26,",,S"
TH000048327,"CHIANG MAI, TH",23,4,2014,,,30.5,"H,,S",38,",,S",25.9,",,S"
TH000048327,"CHIANG MAI, TH",24,4,2014,,,32.2,"H,,S",39.2,",,S",24.5,",,S"
TH000048327,"CHIANG MAI, TH",25,4,2014,,,31.2,"H,,S",38.4,",,S",,
TH000048327,"CHIANG MAI, TH",26,4,2014,,,29.9,"H,,S",38.5,",,S",,
TH000048327,"CHIANG MAI, TH",27,4,2014,,,29.4,"H,,S",37.6,",,S",23.9,",,S"
TH000048327,"CHIANG MAI, TH",28,4,2014,0,",,S",30.7,"H,,S",38,",,S",25.2,",,S"
TH000048327,"CHIANG MAI, TH",29,4,2014,9.1,",,S",29,"H,,S",38,",,S",,
TH000048327,"CHIANG MAI, TH",30,4,2014,5.8,",,S",25.8,"H,,S",35.4,",,S",,
TH000048327,"CHIANG MAI, TH",1,5,2014,0,",,S",26.9,"H,,S",34.9,",,S",21.7,",,S"
TH000048327,"CHIANG MAI, TH",2,5,2014,0,",,S",28.9,"H,,S",36,",,S",,
TH000048327,"CHIANG MAI, TH",3,5,2014,72.1,",,S",27.8,"H,,S",33,",,S",23,",,S"
TH000048327,"CHIANG MAI, TH",4,5,2014,0.8,",,S",28.4,"H,,S",35.1,",,S",,
TH000048327,"CHIANG MAI, TH",5,5,2014,23.6,",,S",28.1,"H,,S",34,",,S",,
TH000048327,"CHIANG MAI, TH",6,5,2014,0,",,S",27.4,"H,,S",34.6,",,S",22.4,",,S"
TH000048327,"CHIANG MAI, TH",7,5,2014,4.8,",,S",26.2,"H,,S",32.7,",,S",,
TH000048327,"CHIANG MAI, TH",8,5,2014,3.8,",,S",29.7,"H,,S",36,",,S",23.4,",,S"
TH000048327,"CHIANG MAI, TH",9,5,2014,0,",,S",29.4,"H,,S",36.7,",,S",,
TH000048327,"CHIANG MAI, TH",10,5,2014,25.4,",,S",27.9,"H,,S",35.5,",,S",,
TH000048327,"CHIANG MAI, TH",11,5,2014,,,30.1,"H,,S",36,",,S",24,",,S"
TH000048327,"CHIANG MAI, TH",12,5,2014,6.6,",,S",29.8,"H,,S",37,",,S",,
TH000048327,"CHIANG MAI, TH",13,5,2014,1.5,",,S",28.9,"H,,S",37,",,S",24,",,S"
TH000048327,"CHIANG MAI, TH",14,5,2014,,,29.9,"H,,S",36.9,",,S",,
TH000048327,"CHIANG MAI, TH",15,5,2014,,,28.1,"H,,S",35.5,",,S",,
TH000048327,"CHIANG MAI, TH",16,5,2014,,,29.8,"H,,S",36.3,",,S",,
TH000048327,"CHIANG MAI, TH",17,5,2014,26.9,",,S",28.3,"H,,S",35.7,",,S",23.8,",,S"
TH000048327,"CHIANG MAI, TH",18,5,2014,7.9,",,S",27.4,"H,,S",35.8,",,S",,
TH000048327,"CHIANG MAI, TH",19,5,2014,,,27.7,"H,,S",34.4,",,S",23.9,",,S"
TH000048327,"CHIANG MAI, TH",20,5,2014,,,29.4,"H,,S",34.6,",,S",24.6,",,S"
TH000048327,"CHIANG MAI, TH",21,5,2014,0,",,S",28.9,"H,,S",34.5,",,S",,
TH000048327,"CHIANG MAI, TH",22,5,2014,0,",,S",29.3,"H,,S",35.5,",,S",24.4,",,S"
TH000048327,"CHIANG MAI, TH",23,5,2014,,,30.3,"H,,S",36,",,S",25,",,S"
TH000048327,"CHIANG MAI, TH",24,5,2014,,,31.2,"H,,S",36.5,",,S",25.8,",,S"
TH000048327,"CHIANG MAI, TH",25,5,2014,,,31.7,"H,,S",37,",,S",26.7,",,S"
TH000048327,"CHIANG MAI, TH",26,5,2014,,,30.5,"H,,S",37.1,",,S",,
TH000048327,"CHIANG MAI, TH",27,5,2014,6.9,",,S",29.2,"H,,S",36.6,",,S",,
TH000048327,"CHIANG MAI, TH",28,5,2014,9.4,",,S",28.6,"H,,S",36.4,",,S",,
TH000048327,"CHIANG MAI, TH",29,5,2014,0.5,",,S",26.9,"H,,S",31.6,",,S",,
TH000048327,"CHIANG MAI, TH",30,5,2014,19.3,",,S",27.7,"H,,S",34.7,",,S",24.6,",,S"
TH000048327,"CHIANG MAI, TH",31,5,2014,22.6,",,S",27.9,"H,,S",35.7,",,S",,
TH000048327,"CHIANG MAI, TH",1,6,2014,12.7,",,S",27.3,"H,,S",33.9,",,S",,
TH000048327,"CHIANG MAI, TH",2,6,2014,0.5,",,S",28.9,"H,,S",35,",,S",23.7,",,S"
TH000048327,"CHIANG MAI, TH",3,6,2014,,,30.1,"H,,S",36.5,",,S",25.1,",,S"
TH000048327,"CHIANG MAI, TH",4,6,2014,,,30.4,"H,,S",36.1,",,S",26,",,S"
TH000048327,"CHIANG MAI, TH",5,6,2014,,,30.9,"H,,S",36.5,",,S",26.5,",,S"
TH000048327,"CHIANG MAI, TH",6,6,2014,2.3,",,S",27.7,"H,,S",35.5,",,S",,
TH000048327,"CHIANG MAI, TH",7,6,2014,1,",,S",28.3,"H,,S",34.6,",,S",25,",,S"
TH000048327,"CHIANG MAI, TH",8,6,2014,0.8,",,S",28.2,"H,,S",33.5,",,S",25.1,",,S"
TH000048327,"CHIANG MAI, TH",9,6,2014,11.9,",,S",27.5,"H,,S",34,",,S",,
TH000048327,"CHIANG MAI, TH",10,6,2014,0.5,",,S",28.8,"H,,S",33.9,",,S",25,",,S"
TH000048327,"CHIANG MAI, TH",11,6,2014,0.3,",,S",28.4,"H,,S",32.7,",,S",25.4,",,S"
TH000048327,"CHIANG MAI, TH",12,6,2014,0.5,",,S",28.7,"H,,S",34.5,",,S",26,",,S"
TH000048327,"CHIANG MAI, TH",13,6,2014,7.6,",,S",27.3,"H,,S",32.6,",,S",,
TH000048327,"CHIANG MAI, TH",14,6,2014,2.8,",,S",27,"H,,S",30.2,",,S",24.5,",,S"
TH000048327,"CHIANG MAI, TH",15,6,2014,0.3,",,S",27.7,"H,,S",31.7,",,S",24.8,",,S"
TH000048327,"CHIANG MAI, TH",16,6,2014,9.7,",,S",27.1,"H,,S",31.5,",,S",,
TH000048327,"CHIANG MAI, TH",17,6,2014,6.1,",,S",27.2,"H,,S",33.2,",,S",24.9,",,S"
TH000048327,"CHIANG MAI, TH",18,6,2014,3.3,",,S",27.9,"H,,S",31.5,",,S",,
TH000048327,"CHIANG MAI, TH",19,6,2014,0.8,",,S",27.7,"H,,S",31.1,",,S",24.8,",,S"
TH000048327,"CHIANG MAI, TH",20,6,2014,0.8,",,S",28.5,"H,,S",33.9,",,S",,
TH000048327,"CHIANG MAI, TH",21,6,2014,0.3,",,S",29.1,"H,,S",34.8,",,S",25,",,S"
TH000048327,"CHIANG MAI, TH",22,6,2014,0,",,S",29.8,"H,,S",35,",,S",25.3,",,S"
TH000048327,"CHIANG MAI, TH",23,6,2014,1.8,",,S",28.6,"H,,S",34.5,",,S",,
TH000048327,"CHIANG MAI, TH",24,6,2014,0.3,",,S",29.1,"H,,S",34.5,",,S",,
TH000048327,"CHIANG MAI, TH",25,6,2014,1.8,",,S",27.8,"H,,S",32.6,",,S",25.5,",,S"
TH000048327,"CHIANG MAI, TH",26,6,2014,0,",,S",27.7,"H,,S",32.3,",,S",25.4,",,S"
TH000048327,"CHIANG MAI, TH",27,6,2014,0.3,",,S",28,"H,,S",34.5,",,S",,
TH000048327,"CHIANG MAI, TH",28,6,2014,0,",,S",29.4,"H,,S",35,",,S",24.7,",,S"
TH000048327,"CHIANG MAI, TH",29,6,2014,,,30,"H,,S",35.6,",,S",,
TH000048327,"CHIANG MAI, TH",30,6,2014,0.5,",,S",28.8,"H,,S",33.7,",,S",,
TH000048327,"CHIANG MAI, TH",1,7,2014,,,28.8,"H,,S",33.2,",,S",,
TH000048327,"CHIANG MAI, TH",2,7,2014,,,29.6,"H,,S",35.6,",,S",24.8,",,S"
TH000048327,"CHIANG MAI, TH",3,7,2014,,,29,"H,,S",34.7,",,S",,
TH000048327,"CHIANG MAI, TH",4,7,2014,,,29.9,"H,,S",35.6,",,S",24.7,",,S"
TH000048327,"CHIANG MAI, TH",5,7,2014,,,30.2,"H,,S",35.5,",,S",25.3,",,S"
TH000048327,"CHIANG MAI, TH",6,7,2014,5.6,",,S",28.8,"H,,S",34.5,",,S",26.7,",,S"
TH000048327,"CHIANG MAI, TH",7,7,2014,4.3,",,S",26.9,"H,,S",30.2,",,S",,
TH000048327,"CHIANG MAI, TH",8,7,2014,9.4,",,S",25.8,"H,,S",28.5,",,S",,
TH000048327,"CHIANG MAI, TH",9,7,2014,4.1,",,S",27.1,"H,,S",31.3,",,S",24.5,",,S"
TH000048327,"CHIANG MAI, TH",10,7,2014,0,",,S",28,"H,,S",33.5,",,S",,
TH000048327,"CHIANG MAI, TH",11,7,2014,4.8,",,S",27.9,"H,,S",33.4,",,S",25.3,",,S"
TH000048327,"CHIANG MAI, TH",12,7,2014,,,29.1,"H,,S",33.1,",,S",,
TH000048327,"CHIANG MAI, TH",13,7,2014,3.8,",,S",26.8,"H,,S",31.4,",,S",24.9,",,S"
TH000048327,"CHIANG MAI, TH",14,7,2014,19.8,",,S",27.6,"H,,S",34,",,S",,
TH000048327,"CHIANG MAI, TH",15,7,2014,0.3,",,S",27.5,"H,,S",34.1,",,S",,
TH000048327,"CHIANG MAI, TH",16,7,2014,0,",,S",27.9,"H,,S",32.3,",,S",24,",,S"
TH000048327,"CHIANG MAI, TH",17,7,2014,2.3,",,S",27.9,"H,,S",34,",,S",,
TH000048327,"CHIANG MAI, TH",18,7,2014,2,",,S",27.2,"H,,S",32.7,",,S",,
TH000048327,"CHIANG MAI, TH",19,7,2014,1,",,S",26.7,"H,,S",31.5,",,S",,
TH000048327,"CHIANG MAI, TH",20,7,2014,0.5,",,S",27.6,"H,,S",31.5,",,S",,
TH000048327,"CHIANG MAI, TH",21,7,2014,0,",,S",26.4,"H,,S",29.8,",,S",24.8,",,S"
TH000048327,"CHIANG MAI, TH",22,7,2014,3,",,S",25.9,"H,,S",30.2,",,S",,
TH000048327,"CHIANG MAI, TH",23,7,2014,0.3,",,S",26.2,"H,,S",31.1,",,S",,
TH000048327,"CHIANG MAI, TH",24,7,2014,9.4,",,S",28.6,"H,,S",34.9,",,S",23.7,",,S"
TH000048327,"CHIANG MAI, TH",25,7,2014,14.5,",,S",28.4,"H,,S",34.5,",,S",24.5,",,S"
TH000048327,"CHIANG MAI, TH",26,7,2014,66.5,",,S",27.6,"H,,S",34.1,",,S",,
TH000048327,"CHIANG MAI, TH",27,7,2014,11.4,",,S",26,"H,,S",30.7,",,S",23.8,",,S"
TH000048327,"CHIANG MAI, TH",28,7,2014,0.3,",,S",26.8,"H,,S",30.7,",,S",,
TH000048327,"CHIANG MAI, TH",29,7,2014,0.3,",,S",26.7,"H,,S",31,",,S",,
TH000048327,"CHIANG MAI, TH",30,7,2014,,,28.6,"H,,S",35,",,S",23.8,",,S"
TH000048327,"CHIANG MAI, TH",31,7,2014,7.6,",,S",27.9,"H,,S",35,",,S",25.6,",,S"
TH000048327,"CHIANG MAI, TH",1,8,2014,,,29.1,"H,,S",34.8,",,S",,
TH000048327,"CHIANG MAI, TH",2,8,2014,1.8,",,S",27.6,"H,,S",33.5,",,S",,
TH000048327,"CHIANG MAI, TH",3,8,2014,0.3,",,S",27.9,"H,,S",32.3,",,S",,
TH000048327,"CHIANG MAI, TH",4,8,2014,1.8,",,S",27.3,"H,,S",33.6,",,S",,
TH000048327,"CHIANG MAI, TH",5,8,2014,6.1,",,S",26.6,"H,,S",31.3,",,S",,
TH000048327,"CHIANG MAI, TH",6,8,2014,0.5,",,S",26.1,"H,,S",30.5,",,S",,
TH000048327,"CHIANG MAI, TH",7,8,2014,0,",,S",27.1,"H,,S",32,",,S",24.3,",,S"
TH000048327,"CHIANG MAI, TH",8,8,2014,7.1,",,S",27.1,"H,,S",32.7,",,S",24.8,",,S"
TH000048327,"CHIANG MAI, TH",9,8,2014,0.3,",,S",27.1,"H,,S",31.5,",,S",24.5,",,S"
TH000048327,"CHIANG MAI, TH",10,8,2014,2.3,",,S",27.4,"H,,S",31.7,",,S",,
TH000048327,"CHIANG MAI, TH",11,8,2014,8.9,",,S",27.7,"H,,S",34,",,S",,
TH000048327,"CHIANG MAI, TH",12,8,2014,7.9,",,S",28.1,"H,,S",33.6,",,S",23.8,",,S"
TH000048327,"CHIANG MAI, TH",13,8,2014,18.8,",,S",26.3,"H,,S",31.5,",,S",,
TH000048327,"CHIANG MAI, TH",14,8,2014,10.2,",,S",25.1,"H,,S",27.2,",,S",24,",,S"
TH000048327,"CHIANG MAI, TH",15,8,2014,3.8,",,S",26.7,"H,,S",31.1,",,S",23.9,",,S"
TH000048327,"CHIANG MAI, TH",16,8,2014,,,28.1,"H,,S",33,",,S",24.5,",,S"
TH000048327,"CHIANG MAI, TH",17,8,2014,,,28.9,"H,,S",34.1,",,S",,
TH000048327,"CHIANG MAI, TH",18,8,2014,15.7,",,S",26.3,"H,,S",33.5,",,S",,
TH000048327,"CHIANG MAI, TH",19,8,2014,6.6,",,S",26.9,"H,,S",32.4,",,S",,
TH000048327,"CHIANG MAI, TH",20,8,2014,1.8,",,S",26.1,"H,,S",31.8,",,S",23.7,",,S"
TH000048327,"CHIANG MAI, TH",21,8,2014,0.5,",,S",26.7,"H,,S",32.5,",,S",,
TH000048327,"CHIANG MAI, TH",22,8,2014,0,",,S",27.6,"H,,S",34,",,S",23.4,",,S"
TH000048327,"CHIANG MAI, TH",23,8,2014,0.8,",,S",28.3,"H,,S",35.1,",,S",24.3,",,S"
TH000048327,"CHIANG MAI, TH",24,8,2014,7.6,",,S",28.2,"H,,S",34.5,",,S",24.2,",,S"
TH000048327,"CHIANG MAI, TH",25,8,2014,,,27.5,"H,,S",33.6,",,S",24.9,",,S"
TH000048327,"CHIANG MAI, TH",26,8,2014,15,",,S",26.8,"H,,S",34.4,",,S",,
TH000048327,"CHIANG MAI, TH",27,8,2014,2,",,S",26.9,"H,,S",33.6,",,S",,
TH000048327,"CHIANG MAI, TH",28,8,2014,17.3,",,S",27.3,"H,,S",33.5,",,S",23.5,",,S"
TH000048327,"CHIANG MAI, TH",29,8,2014,33.8,",,S",25.1,"H,,S",29,",,S",,
TH000048327,"CHIANG MAI, TH",30,8,2014,5.1,",,S",25.7,"H,,S",30.8,",,S",,
TH000048327,"CHIANG MAI, TH",31,8,2014,64,",,S",26.2,"H,,S",30.5,",,S",,
TH000048327,"CHIANG MAI, TH",1,9,2014,1.8,",,S",27.5,"H,,S",32.6,",,S",,
TH000048327,"CHIANG MAI, TH",2,9,2014,18.5,",,S",25.7,"H,,S",31.5,",,S",,
TH000048327,"CHIANG MAI, TH",3,9,2014,38.9,",,S",25.6,"H,,S",29.9,",,S",23.4,",,S"
TH000048327,"CHIANG MAI, TH",4,9,2014,17,",,S",26,"H,,S",32.5,",,S",,
TH000048327,"CHIANG MAI, TH",5,9,2014,0,",,S",27.7,"H,,S",33.2,",,S",23.5,",,S"
TH000048327,"CHIANG MAI, TH",6,9,2014,1,",,S",26.7,"H,,S",32.1,",,S",,
TH000048327,"CHIANG MAI, TH",7,9,2014,0.3,",,S",28.2,"H,,S",33.8,",,S",,
TH000048327,"CHIANG MAI, TH",8,9,2014,0,",,S",28.4,"H,,S",33.9,",,S",24.4,",,S"
TH000048327,"CHIANG MAI, TH",9,9,2014,,,28.7,"H,,S",35.5,",,S",,
TH000048327,"CHIANG MAI, TH",10,9,2014,,,29,"H,,S",34.7,",,S",25,",,S"
TH000048327,"CHIANG MAI, TH",11,9,2014,,,29.2,"H,,S",35.6,",,S",,
TH000048327,"CHIANG MAI, TH",12,9,2014,0,",,S",28.6,"H,,S",35.7,",,S",,
TH000048327,"CHIANG MAI, TH",13,9,2014,13.2,",,S",27.4,"H,,S",33.7,",,S",,
TH000048327,"CHIANG MAI, TH",14,9,2014,0.3,",,S",27.2,"H,,S",34.3,",,S",,
TH000048327,"CHIANG MAI, TH",15,9,2014,22.9,",,S",28.4,"H,,S",35.4,",,S",,
TH000048327,"CHIANG MAI, TH",16,9,2014,6.9,",,S",27,"H,,S",33.7,",,S",23.3,",,S"
TH000048327,"CHIANG MAI, TH",17,9,2014,1.3,",,S",28.6,"H,,S",34.2,",,S",23.9,",,S"
TH000048327,"CHIANG MAI, TH",18,9,2014,13.5,",,S",25.7,"H,,S",30.5,",,S",,
TH000048327,"CHIANG MAI, TH",19,9,2014,,,27.2,"H,,S",31.5,",,S",24,",,S"
TH000048327,"CHIANG MAI, TH",20,9,2014,1.3,",,S",27.2,"H,,S",33.3,",,S",24.1,",,S"
TH000048327,"CHIANG MAI, TH",21,9,2014,1,",,S",26.3,"H,,S",30.3,",,S",,
TH000048327,"CHIANG MAI, TH",22,9,2014,0.3,",,S",26.6,"H,,S",31.1,",,S",23.8,",,S"
TH000048327,"CHIANG MAI, TH",23,9,2014,0,",,S",27.7,"H,,S",33.2,",,S",24,",,S"
TH000048327,"CHIANG MAI, TH",24,9,2014,1.5,",,S",27.4,"H,,S",32,",,S",,
TH000048327,"CHIANG MAI, TH",25,9,2014,12.7,",,S",25.7,"H,,S",31.7,",,S",,
TH000048327,"CHIANG MAI, TH",26,9,2014,10.9,",,S",25.1,"H,,S",29.5,",,S",23,",,S"
TH000048327,"CHIANG MAI, TH",27,9,2014,1.3,",,S",27.1,"H,,S",33.5,",,S",,
TH000048327,"CHIANG MAI, TH",28,9,2014,0,",,S",28.3,"H,,S",34.6,",,S",23.5,",,S"
TH000048327,"CHIANG MAI, TH",29,9,2014,16.5,",,S",25.5,"H,,S",33.2,",,S",,
TH000048327,"CHIANG MAI, TH",30,9,2014,,,27.2,"H,,S",33.4,",,S",22.7,",,S"
TH000048327,"CHIANG MAI, TH",1,10,2014,,,27.5,"H,,S",34.1,",,S",,
TH000048327,"CHIANG MAI, TH",2,10,2014,,,27.8,"H,,S",34.2,",,S",,
TH000048327,"CHIANG MAI, TH",3,10,2014,,,28.1,"H,,S",34.7,",,S",,
TH000048327,"CHIANG MAI, TH",4,10,2014,,,28.1,"H,,S",35,",,S",,
TH000048327,"CHIANG MAI, TH",5,10,2014,13.5,",,S",26,"H,,S",34.9,",,S",,
TH000048327,"CHIANG MAI, TH",6,10,2014,0.8,",,S",26.7,"H,,S",31.9,",,S",23.2,",,S"
TH000048327,"CHIANG MAI, TH",7,10,2014,0.5,",,S",26,"H,,S",32.4,",,S",,
TH000048327,"CHIANG MAI, TH",8,10,2014,0,",,S",25.7,"H,,S",32.1,",,S",21.6,",,S"
TH000048327,"CHIANG MAI, TH",9,10,2014,,,25.3,"H,,S",32,",,S",,
TH000048327,"CHIANG MAI, TH",10,10,2014,,,27.2,"H,,S",33.5,",,S",21.7,",,S"
TH000048327,"CHIANG MAI, TH",11,10,2014,,,27.8,"H,,S",34.3,",,S",23,",,S"
TH000048327,"CHIANG MAI, TH",12,10,2014,44.7,",,S",26.5,"H,,S",32,",,S",,
TH000048327,"CHIANG MAI, TH",13,10,2014,,,26.6,"H,,S",31.9,",,S",,
TH000048327,"CHIANG MAI, TH",14,10,2014,,,26.7,"H,,S",33,",,S",,
TH000048327,"CHIANG MAI, TH",15,10,2014,,,26.3,"H,,S",31.1,",,S",,
TH000048327,"CHIANG MAI, TH",16,10,2014,,,26.2,"H,,S",32.7,",,S",,
TH000048327,"CHIANG MAI, TH",17,10,2014,,,26.1,"H,,S",32.8,",,S",21.5,",,S"
TH000048327,"CHIANG MAI, TH",18,10,2014,,,26.9,"H,,S",33.7,",,S",22.3,",,S"
TH000048327,"CHIANG MAI, TH",19,10,2014,,,27.1,"H,,S",33.2,",,S",,
TH000048327,"CHIANG MAI, TH",20,10,2014,0,",,S",26.6,"H,,S",32.7,",,S",22.6,",,S"
TH000048327,"CHIANG MAI, TH",21,10,2014,0,",,S",26.7,"H,,S",31.8,",,S",,
TH000048327,"CHIANG MAI, TH",22,10,2014,12.2,",,S",24.2,"H,,S",27.7,",,S",,
TH000048327,"CHIANG MAI, TH",23,10,2014,35.8,",,S",25.3,"H,,S",31.7,",,S",22.6,",,S"
TH000048327,"CHIANG MAI, TH",24,10,2014,8.6,",,S",25.6,"H,,S",31.7,",,S",22.7,",,S"
TH000048327,"CHIANG MAI, TH",25,10,2014,0.3,",,S",26.7,"H,,S",33,",,S",,
